City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,itamaraca,-7.7478,-34.8256,30.03,72,96,2.86,BR,1681843522
294,zhosaly,45.4878,64.0781,8.31,23,6,2.63,KZ,1681843522
295,mcrae,32.068,-82.9007,26.08,26,0,2.31,US,1681843522
296,usogorsk,63.4106,48.6872,0.6,82,100,2.02,RU,1681843523
297,cururupu,-1.8283,-44.8683,28.1,75,79,2.13,BR,1681843523
298,graaff-reinet,-32.2522,24.5308,23.84,28,8,3.04,ZA,1681843523
299,aioun,16.6614,-9.6149,36.45,14,99,4.74,MR,1681843523
300,al ghayzah,16.2079,52.176,27.59,67,1,3.78,YE,1681843524
301,fort bragg,35.139,-79.006,26.22,23,0,6.17,US,1681843524
302,qaqortoq,60.7167,-46.0333,1.31,84,30,0.97,GL,1681843524
303,ketchikan,55.3422,-131.6461,7.26,53,40,3.6,US,1681843524
304,bandon,51.7469,-8.7425,9.77,90,0,3.61,IE,1681843525
305,zalingei,12.9096,23.4741,28.9,11,17,3.41,SD,1681843525
306,al bardiyah,31.7561,25.0865,16.58,76,68,6.03,LY,1681843276
307,mount pearl,47.5166,-52.7813,6.03,75,75,4.63,CA,1681843312
308,huarmey,-10.0681,-78.1522,27.22,69,85,5.73,PE,1681843526
309,haiku-pauwela,20.9219,-156.3051,25.65,70,0,2.57,US,1681843526
310,mpulungu,-8.7623,31.1141,22.45,83,95,2.48,ZM,1681843526
311,manokwari,-0.8667,134.0833,25.52,82,100,2.1,ID,1681843526
312,palu,-0.8917,119.8707,24.77,94,100,1.16,ID,1681843527
313,glace bay,46.1969,-59.957,4.32,96,100,9.26,CA,1681843527
314,codrington,-38.2667,141.9667,12.42,73,100,4.77,AU,1681843527
315,tabou,4.423,-7.3528,27.74,81,45,4.17,CI,1681843528
316,tura,25.5198,90.2201,27.19,53,0,3.43,IN,1681843528
317,birine,35.635,3.225,19.11,20,60,3.34,DZ,1681843528
318,katsuura,35.1333,140.3,18.01,86,98,11.11,JP,1681843528
319,quba,41.3626,48.5152,8.86,80,63,0.94,AZ,1681843529
320,torbat-e heydariyeh,35.274,59.2195,10.02,21,8,2.24,IR,1681843529
321,kontcha,7.9667,12.2333,30.39,39,78,1.61,CM,1681843529
322,flying fish cove,-10.4217,105.6791,27.43,77,43,6.72,CX,1681843529
323,daru,-9.0763,143.2092,24.34,90,99,2.32,PG,1681843530
324,barra de santo antonio,-9.4047,-35.5072,30.6,74,100,5.25,BR,1681843530
325,lagoa,39.05,-27.9833,14.11,64,99,5.97,PT,1681843530
326,casas grandes,30.3667,-107.95,24.45,9,70,9.58,MX,1681843531
327,alo,7.4178,6.7371,29.37,62,100,3.0,NG,1681843531
328,rosalie,15.3667,-61.2667,30.75,42,20,2.57,DM,1681843531
329,hue,16.4667,107.6,31.06,70,20,1.03,VN,1681843531
330,valdez,1.2492,-78.9831,28.24,71,16,3.61,EC,1681843532
331,melilla,35.2937,-2.9383,18.21,68,20,4.63,ES,1681843532
332,malango,-2.9627,119.9001,20.11,98,100,0.94,ID,1681843532
333,pavlodar,52.3,76.95,-4.11,93,100,9.0,KZ,1681843532
334,remire-montjoly,4.9167,-52.2667,26.02,89,75,1.54,GF,1681843532
335,cooper's town,26.8667,-77.5167,23.39,71,20,7.13,BS,1681843532
336,goulburn,-34.75,149.7167,8.62,89,100,1.07,AU,1681843533
337,las khorey,11.1595,48.1967,29.13,66,5,4.06,SO,1681843533
338,georgetown,5.4112,100.3354,26.96,94,20,1.54,MY,1681843507
339,sao sepe,-30.1606,-53.5653,23.95,27,4,5.8,BR,1681843533
340,prado,-17.3411,-39.2208,27.72,77,14,5.11,BR,1681843534
341,constitucion,-35.3333,-72.4167,16.95,50,3,8.07,CL,1681843534
342,port moresby,-9.4431,147.1797,23.98,87,20,1.76,PG,1681843534
343,impfondo,1.6381,18.0667,25.62,69,38,1.48,CG,1681843534
344,sao francisco do sul,-26.2433,-48.6381,20.95,88,100,1.03,BR,1681843535
345,akrehamn,59.2667,5.1833,8.14,71,0,2.06,NO,1681843535
346,azhikkal,11.9,75.3667,26.43,84,3,2.57,IN,1681843535
347,rudnya,54.947,31.0934,9.24,78,100,3.83,RU,1681843536
348,melo,-32.3667,-54.1833,20.48,23,4,10.49,UY,1681843536
349,yeniseysk,58.4497,92.1703,-12.92,87,100,1.55,RU,1681843537
350,kourou,5.1552,-52.6478,26.03,90,100,1.88,GF,1681843537
351,lazaro cardenas,17.9583,-102.2,29.64,56,6,5.69,MX,1681843537
352,mamers,48.3333,0.25,12.85,89,64,3.79,FR,1681843537
353,elista,46.3078,44.2558,9.29,57,100,8.05,RU,1681843537
354,thetford-mines,46.0937,-71.3054,5.06,73,100,4.07,CA,1681843538
355,muisne,0.6,-80.0333,28.43,73,37,3.58,EC,1681843538
356,sao miguel do araguaia,-13.275,-50.1628,29.89,64,99,2.05,BR,1681843538
357,ulsteinvik,62.3432,5.8487,12.5,74,98,0.45,NO,1681843538
358,viale,-31.8678,-60.0072,19.86,31,0,9.16,AR,1681843538
359,boyolangu,-8.1181,111.8935,23.81,93,81,0.24,ID,1681843538
360,vangviang,18.9333,102.45,25.86,42,5,1.41,LA,1681843539
361,nova vicosa,-17.8919,-39.3719,29.03,69,34,5.88,BR,1681843539
362,dryden,49.7833,-92.7503,4.16,24,0,4.12,CA,1681843507
363,primero de mayo,-32.2552,-58.4228,18.79,28,43,8.74,AR,1681843539
364,treasure island,27.7692,-82.769,29.48,33,0,3.6,US,1681843505
365,kalispell,48.1958,-114.3129,3.76,90,100,0.0,US,1681843540
366,louhans,46.6667,5.1667,12.94,95,40,2.43,FR,1681843540
367,geraldton,-28.7667,114.6,19.23,48,0,8.75,AU,1681843540
368,coahuayana de hidalgo,18.7,-103.6583,33.15,39,14,4.03,MX,1681843540
369,el nido,11.1858,119.3956,27.83,79,78,3.65,PH,1681843540
370,callao,-12.0667,-77.15,27.16,61,0,4.12,PE,1681843540
371,christchurch,-43.5333,172.6333,13.28,92,75,4.63,NZ,1681843300
372,tidjikja,18.5564,-11.4271,32.91,20,93,7.63,MR,1681843541
373,nyurba,63.2842,118.3319,-14.95,97,99,1.73,RU,1681843541
374,yanchep,-31.55,115.6833,15.07,55,0,5.8,AU,1681843541
375,wynyard,-41.0,145.7167,11.66,92,99,3.96,AU,1681843386
376,kapenguria,1.2511,35.0895,15.09,85,94,1.24,KE,1681843541
377,pakxan,18.3778,103.6601,31.63,38,0,1.28,LA,1681843541
378,as sulayyil,20.4607,45.5779,28.14,34,0,5.12,SA,1681843542
379,san luis de la loma,17.2706,-100.8939,30.92,55,6,4.67,MX,1681843542
380,beyneu,45.3167,55.2,10.84,32,18,7.35,KZ,1681843275
381,pierre,44.3683,-100.351,15.48,34,0,9.77,US,1681843543
382,mata-utu,-13.2816,-176.1745,28.51,73,100,5.21,WF,1681843543
383,tacuarembo,-31.7333,-55.9833,19.33,26,30,9.4,UY,1681843543
384,sorong,-0.8833,131.25,25.9,85,100,1.74,ID,1681843543
385,baikonur,45.6167,63.3167,8.72,25,16,3.01,KZ,1681843543
386,santana,-0.0583,-51.1817,28.1,89,75,2.06,BR,1681843544
387,carolina beach,34.0352,-77.8936,25.64,37,0,3.69,US,1681843544
388,kirando,-7.4167,30.6,22.49,82,100,2.2,TZ,1681843544
389,wurtulla,-26.7568,153.1256,19.47,86,100,1.79,AU,1681843544
390,chongoyape,-6.6406,-79.3892,29.85,61,100,2.35,PE,1681843544
391,thayetmyo,19.3167,95.1833,30.22,56,0,2.44,MM,1681843544
392,korla,41.7597,86.1469,12.94,35,100,5.67,CN,1681843545
393,severo-yeniseyskiy,60.3725,93.0408,-16.3,95,100,2.27,RU,1681843545
394,vorkuta,67.5,64.0,-22.01,99,20,2.63,RU,1681843545
395,myrzakent,40.6667,68.5333,8.97,43,0,1.72,KZ,1681843545
396,sharkan,57.2989,53.8712,6.15,70,100,1.7,RU,1681843545
397,utrik,11.2278,169.8474,26.55,79,100,7.0,MH,1681843546
398,yeppoon,-23.1333,150.7333,17.88,83,1,4.82,AU,1681843546
399,zeya,53.75,127.2667,-7.95,86,13,1.96,RU,1681843546
400,jacaltenango,15.6667,-91.7333,27.69,25,96,3.3,GT,1681843546
401,shingu,33.7333,135.9833,16.62,91,100,2.19,JP,1681843546
402,kununurra,-15.7667,128.7333,15.99,88,11,0.51,AU,1681843547
403,diamantina,-18.2494,-43.6003,27.25,41,99,4.16,BR,1681843547
404,weinan,34.5036,109.5089,16.96,64,0,1.42,CN,1681843547
405,kasempa,-13.4584,25.8338,20.04,76,100,1.52,ZM,1681843548
406,beau vallon,-20.4189,57.6953,26.23,83,75,4.63,MU,1681843548
407,verkhnyaya khava,51.8404,39.9413,10.04,64,100,3.02,RU,1681843548
408,bichura,50.5881,107.6022,0.91,98,100,5.04,RU,1681843548
409,weno,7.4515,151.8468,27.57,80,100,8.69,FM,1681843548
410,arteche,12.2645,125.4048,25.49,88,94,1.85,PH,1681843549
411,naze,28.3667,129.4833,20.51,86,100,4.31,JP,1681843549
412,solleftea,63.1667,17.2667,4.92,98,100,1.36,SE,1681843549
413,mahibadhoo,3.7833,72.9667,28.86,70,98,0.6,MV,1681843549
414,selfoss,63.9331,-20.9971,8.43,98,100,3.08,IS,1681843550
415,bredy,52.4153,60.3411,6.35,75,98,1.8,RU,1681843550
416,terrace,54.5163,-128.6035,8.95,46,75,3.6,CA,1681843334
417,byron bay,-28.65,153.6167,15.95,76,100,4.35,AU,1681843550
418,balikpapan,-1.2675,116.8289,26.55,94,40,1.54,ID,1681843551
419,bagno a ripoli,43.7511,11.3225,14.52,58,0,2.57,IT,1681843551
420,amurzet,47.6967,131.0981,6.76,82,100,5.17,RU,1681843551
421,floro,61.5996,5.0328,13.04,76,0,2.57,NO,1681843551
422,naantali,60.4674,22.0243,9.23,34,0,2.57,FI,1681843551
423,labytnangi,66.6572,66.4183,-15.29,79,72,2.23,RU,1681843552
424,kraaifontein,-33.8478,18.7161,16.66,83,0,5.66,ZA,1681843552
425,gainsborough,53.3833,-0.7667,10.41,77,7,5.72,GB,1681843552
426,alaghsas,17.0187,8.0168,32.8,11,4,2.33,NE,1681843552
427,morehead city,34.7229,-76.726,26.02,44,0,5.14,US,1681843353
428,sheregesh,52.9209,87.9869,-8.91,95,100,2.76,RU,1681843552
429,kralendijk,12.15,-68.2667,29.99,58,75,6.69,BQ,1681843552
430,itoman,26.1247,127.6694,23.01,88,50,6.69,JP,1681843382
431,tangalle,6.024,80.7911,27.09,83,29,2.09,LK,1681843553
432,portland,45.5234,-122.6762,9.86,74,100,7.72,US,1681843309
433,caleta olivia,-46.4393,-67.5281,15.05,52,100,8.78,AR,1681843553
434,kyshtym,55.714,60.5528,3.51,68,99,2.78,RU,1681843553
435,tokar,18.4254,37.729,27.03,62,0,3.69,SD,1681843553
436,mendi,-6.1761,143.6513,13.05,98,100,0.47,PG,1681843553
437,malvan,16.0667,73.4667,27.14,84,0,0.87,IN,1681843553
438,laixi,36.8592,120.5269,10.09,83,0,1.89,CN,1681843554
439,am timan,11.0297,20.2827,34.75,24,49,2.19,TD,1681843554
440,makarov,48.6333,142.8,0.75,76,1,2.41,RU,1681843554
441,zemio,5.0314,25.1361,23.85,76,100,1.22,CF,1681843554
442,el porvenir,13.7617,-87.3458,30.63,37,99,0.8,HN,1681843554
443,cestos city,5.46,-9.5828,27.18,82,35,2.08,LR,1681843555
444,thames,-37.1333,175.5333,17.71,94,99,1.59,NZ,1681843555
445,mount isa,-20.7333,139.5,21.87,64,100,4.12,AU,1681843555
446,concepcion,-36.827,-73.0498,14.89,58,0,5.14,CL,1681843460
447,bubaque,11.2833,-15.8333,26.14,73,100,7.17,GW,1681843555
448,shenjiamen,29.9576,122.298,17.2,100,100,2.9,CN,1681843555
449,vadso,70.0744,29.7487,4.49,70,20,3.6,NO,1681843556
450,colchani,-20.3,-66.9333,13.95,10,31,10.95,BO,1681843556
451,porto novo,6.4965,2.6036,29.9,77,59,4.37,BJ,1681843556
452,usinsk,65.9939,57.5281,-4.74,86,55,2.71,RU,1681843556
453,jamuria,23.7,87.0833,32.09,16,4,1.98,IN,1681843556
454,port alberni,49.2413,-124.8028,9.51,76,94,4.92,CA,1681843419
455,oliver,49.1831,-119.5524,9.95,43,100,3.09,CA,1681843556
456,ende,-8.8432,121.6623,24.92,91,87,1.29,ID,1681843557
457,kingaroy,-26.5333,151.8333,12.01,92,0,2.57,AU,1681843557
458,kongolo,-5.3833,27.0,21.23,98,100,1.41,CD,1681843557
459,horta,38.5333,-28.6333,14.8,72,40,3.6,PT,1681843352
460,bebedja,8.6761,16.566,33.81,28,23,1.79,TD,1681843557
461,tayoltita,24.0833,-105.9333,29.43,15,7,3.68,MX,1681843558
462,fuglafjordur,62.244,-6.814,9.26,89,67,6.72,FO,1681843558
463,onega,63.9061,38.1404,-3.17,93,72,1.6,RU,1681843558
464,acapulco de juarez,16.8634,-99.8901,30.9,66,0,3.6,MX,1681843333
465,inyati,-19.6756,28.8469,18.63,36,73,5.08,ZW,1681843558
466,west sayville,40.7279,-73.0976,14.56,48,75,9.77,US,1681843559
467,freetown,8.484,-13.2299,27.84,78,75,4.63,SL,1681843386
468,san ignacio,17.1561,-89.0714,31.08,62,20,3.09,BZ,1681843377
469,smara,26.7384,-11.6719,24.24,34,0,7.36,EH,1681843559
470,lawas,13.764,121.0566,25.55,87,25,3.15,PH,1681843560
471,wildwood,38.5828,-90.6629,24.36,37,0,5.36,US,1681843560
472,mossel bay,-34.1831,22.146,14.96,83,0,2.7,ZA,1681843417
473,vila velha,-20.3297,-40.2925,33.97,60,0,5.36,BR,1681843560
474,fortuna,40.5982,-124.1573,13.29,66,100,3.13,US,1681843560
475,galliano,29.4422,-90.2992,23.0,40,0,3.6,US,1681843562
476,belmonte,-15.8631,-38.8828,28.31,72,23,5.09,BR,1681843562
477,altay,47.8667,88.1167,-6.99,60,0,1.57,CN,1681843562
478,puerto baquerizo moreno,-0.9,-89.6,26.55,89,75,2.06,EC,1681843563
479,tralee,52.2704,-9.7026,10.98,79,0,3.66,IE,1681843563
480,sovetskaya gavan',48.9723,140.2878,0.59,69,10,0.9,RU,1681843564
481,sylacauga,33.1732,-86.2516,27.69,27,0,3.09,US,1681843564
482,aykhal,66.0,111.5,-6.95,96,100,5.56,RU,1681843564
483,acton vale,45.6501,-72.5658,8.48,70,100,2.68,CA,1681843564
484,wamba,8.9333,8.6,26.05,63,90,3.57,NG,1681843565
485,nova sintra,14.8667,-24.7167,19.61,82,89,13.07,CV,1681843565
486,magadan,59.5667,150.8,-6.38,75,90,4.46,RU,1681843565
487,fale old settlement,-9.3852,-171.2468,27.96,76,79,3.29,TK,1681843566
488,katabu,-4.9333,122.5167,24.0,95,56,0.96,ID,1681843566
489,muroto-misakicho,33.2833,134.15,17.09,95,99,1.05,JP,1681843566
490,zhangjiajie,29.1294,110.4783,20.78,98,99,0.61,CN,1681843567
491,hadibu,12.65,54.0333,27.95,72,10,3.0,YE,1681843567
492,olyokminsk,60.3736,120.4264,-11.35,93,59,1.05,RU,1681843567
493,enid,36.3956,-97.8784,30.01,40,0,9.77,US,1681843442
494,hyesan,41.4017,128.1778,2.73,59,0,0.77,KP,1681843568
495,abeche,13.8292,20.8324,30.73,12,0,1.49,TD,1681843568
496,lagoa vermelha,-28.2086,-51.5258,19.41,56,0,3.41,BR,1681843300
497,topolobampo,25.6,-109.05,26.95,41,40,5.66,MX,1681843569
498,galle,6.0367,80.217,26.96,80,15,2.37,LK,1681843569
499,wellington,-41.2866,174.7756,16.81,96,75,8.23,NZ,1681843500
500,tsagan aman,47.5639,46.7218,10.05,41,100,5.67,RU,1681843569
501,kiunga,-6.1219,141.2906,22.44,99,100,0.28,PG,1681843569
502,paramonga,-10.6667,-77.8333,26.35,71,100,5.38,PE,1681843570
503,sandnessjoen,66.0217,12.6316,9.25,69,75,1.03,NO,1681843570
504,kyabe,9.4515,18.9449,34.55,25,82,1.99,TD,1681843571
505,nadi,-17.8,177.4167,24.0,94,20,0.0,FJ,1681843571
506,holualoa,19.6228,-155.9522,24.17,62,0,0.89,US,1681843571
507,gadzhiyevo,69.2551,33.3362,0.74,91,100,4.26,RU,1681843572
508,parabel',58.6978,81.4825,-12.04,92,23,4.69,RU,1681843572
509,carboneras,37.0015,-1.9213,19.06,68,7,2.61,ES,1681843572
510,tevriz,57.509,72.4042,-6.3,54,2,1.42,RU,1681843572
511,las palmas de gran canaria,28.0997,-15.4134,23.07,49,20,9.26,ES,1681843572
512,igarka,67.4667,86.5833,-18.66,98,34,3.41,RU,1681843315
513,berdigestyakh,62.0989,126.6992,-9.46,98,100,1.35,RU,1681843573
514,enewetak,11.3474,162.3373,27.0,74,100,8.31,MH,1681843573
515,lompoc,34.6391,-120.4579,21.12,68,20,7.2,US,1681843573
516,paracuru,-3.41,-39.0306,27.84,75,15,3.16,BR,1681843573
517,karwar,14.8,74.1333,25.65,88,13,1.59,IN,1681843573
518,greymouth,-42.4667,171.2,15.6,77,18,4.01,NZ,1681843574
519,xining,36.6167,101.7667,13.72,30,0,0.32,CN,1681843574
520,bonanza,14.0289,-84.591,34.86,29,21,1.92,NI,1681843574
521,burang,30.25,81.1667,-2.94,92,86,1.19,CN,1681843423
522,chul'man,56.8479,124.9104,-20.32,100,100,0.5,RU,1681843575
523,balkanabat,39.5108,54.3671,15.28,14,0,5.78,TM,1681843575
524,kailua-kona,19.6406,-155.9956,26.24,62,0,0.89,US,1681843575
525,slutsk,53.0274,27.5597,10.23,71,100,4.7,BY,1681843575
526,yajiwa,11.3839,12.7236,35.71,12,49,3.71,NG,1681843575
527,turkmenbasy,40.0222,52.9552,13.43,22,0,4.12,TM,1681843576
528,dakhla,23.6848,-15.958,22.01,68,0,4.63,EH,1681843576
529,valdivia,-39.8142,-73.2459,14.05,98,100,0.99,CL,1681843576
530,nikol'sk,53.7189,46.0712,8.42,50,89,2.71,RU,1681843577
531,thakhek,17.4103,104.8307,27.99,46,0,1.18,LA,1681843577
532,kimbe,-5.5502,150.1429,23.1,93,26,0.86,PG,1681843577
533,solnechnyy,50.7214,136.6319,1.96,66,100,2.4,RU,1681843578
534,bamboo flat,11.7,92.7167,27.8,81,90,2.15,IN,1681843578
535,comodoro rivadavia,-45.8667,-67.5,18.92,34,20,8.23,AR,1681843306
536,east ballina,-28.8667,153.5833,16.0,84,100,1.6,AU,1681843579
537,pisco,-13.7,-76.2167,28.03,54,100,10.8,PE,1681843579
538,puerto madryn,-42.7692,-65.0385,16.45,48,100,12.26,AR,1681843513
539,akureyri,65.6835,-18.0878,9.96,93,75,0.0,IS,1681843580
540,janossomorja,47.7862,17.136,14.06,87,100,5.25,HU,1681843580
541,port alfred,-33.5906,26.891,17.88,95,0,2.06,ZA,1681843580
542,ijebu-igbo,6.9798,4.0033,30.75,77,96,2.43,NG,1681843580
543,saint-jean-de-monts,46.7833,-2.0667,12.37,78,19,6.5,FR,1681843580
544,aldama,22.9167,-98.0667,30.83,57,89,5.44,MX,1681843581
545,dul'durga,50.6761,113.5931,0.82,36,100,1.39,RU,1681843581
546,mysen,59.5535,11.3258,13.56,55,83,2.52,NO,1681843581
547,karratha,-20.7377,116.8463,26.91,53,5,6.95,AU,1681843582
548,moussoro,13.6408,16.4901,33.94,11,1,0.91,TD,1681843582
549,campos sales,-7.0744,-40.3761,23.41,84,100,2.78,BR,1681843426
550,outjo,-20.1167,16.15,24.42,37,98,4.86,NA,1681843583
551,al hazm,16.1641,44.7769,29.15,22,52,3.03,YE,1681843583
552,genhe,50.7833,121.5167,-6.04,92,96,0.92,CN,1681843583
553,egersund,58.4513,5.9997,8.22,72,100,0.66,NO,1681843584
554,paita,-5.0892,-81.1144,28.53,63,100,4.07,PE,1681843584
555,kibre mengist,5.8833,38.9833,15.84,98,90,1.4,ET,1681843584
556,kavaratti,10.5669,72.642,28.42,75,0,5.25,IN,1681843584
557,mikashevichy,52.2173,27.476,10.72,71,99,4.31,BY,1681843585
558,trincomalee,8.5711,81.2335,27.6,80,5,3.17,LK,1681843585
559,brundall,52.6227,1.4388,9.94,75,75,6.17,GB,1681843585
560,masaka,-0.3338,31.7341,17.91,89,13,1.67,UG,1681843585
561,antofagasta,-23.65,-70.4,19.6,72,98,4.67,CL,1681843586
562,bantay,17.5847,120.3892,27.83,77,0,2.27,PH,1681843586
563,khawr fakkan,25.3313,56.342,25.03,43,0,4.22,AE,1681843586
564,forked river,39.8398,-74.1901,20.06,35,93,0.89,US,1681843587
565,arraial do cabo,-22.9661,-42.0278,25.98,89,75,2.57,BR,1681843587
566,saint-joseph,-21.3667,55.6167,24.21,85,0,1.66,RE,1681843587
567,wellington point,-27.4833,153.25,18.89,89,100,5.14,AU,1681843587
568,aral,40.5156,81.2636,15.05,17,100,6.02,CN,1681843588
569,prince rupert,54.3161,-130.3201,8.83,66,0,2.57,CA,1681843469
570,nizhneudinsk,54.9076,99.0276,-8.12,75,29,2.0,RU,1681843588
571,axim,4.8699,-2.2405,26.85,80,100,2.45,GH,1681843588
572,challapata,-18.9,-66.7667,14.26,15,70,6.95,BO,1681843588
573,batouri,4.4333,14.3667,24.37,71,0,1.63,CM,1681843589
574,haenam,34.5711,126.5989,13.09,99,100,1.29,KR,1681843589
575,anacapri,40.5558,14.2136,14.58,85,75,2.57,IT,1681843589
576,kolonia town,6.964,158.206,26.0,94,100,3.6,FM,1681843589
577,labuan,5.2767,115.2417,26.2,94,20,0.0,MY,1681843589
578,orhaneli,39.9033,28.9906,10.72,91,42,0.29,TR,1681843590
579,tshabong,-26.05,22.45,22.02,20,0,3.88,BW,1681843590
580,groningen,53.25,6.75,10.65,71,76,5.66,NL,1681843397
581,parsabad,39.6482,47.9174,11.18,82,40,1.03,IR,1681843590
582,castelli,-25.9468,-60.6195,27.59,43,64,2.29,AR,1681843590
583,mitchell,43.7094,-98.0298,17.28,28,0,13.41,US,1681843590
584,patillas,18.0064,-66.0157,30.83,75,87,3.54,PR,1681843591
585,kaoma,-14.7833,24.8,18.34,71,21,2.06,ZM,1681843591
586,plover,44.4564,-89.544,9.47,34,0,4.12,US,1681843591
587,mary,37.0,62.5,10.33,20,8,2.23,TM,1681843591
588,archangelos,36.2149,28.1149,15.99,90,0,2.77,GR,1681843592
